Date,SpotPrice
01-11-2021,84.51
02-11-2021,84.42
03-11-2021,81.1
04-11-2021,80.15
05-11-2021,82.43
08-11-2021,83.22
09-11-2021,84.52
10-11-2021,82.91
11-11-2021,83.4
12-11-2021,82.9
15-11-2021,81.94
16-11-2021,82.85
17-11-2021,80.67
18-11-2021,82.45
19-11-2021,80.24
22-11-2021,80.97
